-5.0 -33.6588393923 18.8879077653
-3.44827586207 -25.4508478993 9.6413814112
-1.89655172414 -14.8111969154 3.34319112285
-0.344827586207 -2.75643443145 0.595087154272
1.20689655172 9.5616870562 1.65963258877
2.75862068966 20.9662528474 6.43511718001
4.31034482759 30.3676324216 14.4652750906
5.86206896552 36.8675863975 24.9828780626
7.41379310345 39.8450873409 36.9830389823
8.96551724138 39.0156548108 49.3192221702
10.5172413793 34.458535577 60.8127872505
12.0689655172 26.6091321174 70.3656004118
13.6206896552 16.2174028024 77.0649537993
15.1724137931 4.27620835377 80.270768689
16.724137931 -8.07354940358 79.6767507589
18.275862069 -19.6519331341 75.3396544773
19.8275862069 -29.3527051674 67.6738605899
21.3793103448 -36.2490211612 57.4117847921
22.9310344828 -39.6819839227 45.5339002731
24.4827586207 -39.3235966591 33.1750600146
26.0344827586 -35.2081008935 21.5160691248
27.5862068966 -27.7287049139 11.6708667526
29.1379310345 -17.6000153337 4.58009660019
30.6896551724 -5.78976117488 0.921234663802
32.2413793103 6.57366621288 1.04386090199
33.7931034483 18.3090234515 4.93625919208
35.3448275862 28.2950750945 12.2265367279
36.8965517241 35.5777202275 22.2181559077
38.4482758621 39.461150474 33.9564838758
40.0 39.5743298649 46.3200013523
